Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
6r4,151,SIB18NEU,3,I,A3,Sibling 18 - Neurological problem,Num,1,896,896,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,"If Question 6r4 SIB18NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6r4 SIB18NEU = 9 (Unknown), then skip the remaining questions in the row"
6r5,152,SIB18PDX,3,I,A3,Sibling 18 - Primary diagnosis,Num,3,898,900,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6r4 SIB18NEU = 8 (N/A),Blank if Question 6r4 SIB18NEU = 9 (Unknown),,,,
6r6,153,SIB18MOE,3,I,A3,Sibling 18 - Method of evaluation,Num,1,902,902,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6r4 SIB18NEU = 8 (N/A),Blank if Question 6r4 SIB18NEU = 9 (Unknown),,,,
6r7,154,SIB18AGO,3,I,A3,Sibling 18 - Age of onset,Num,3,904,906,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6r4 SIB18NEU = 8 (N/A),Blank if Question 6r4 SIB18NEU = 9 (Unknown),,,,
6s1,155,SIB19MOB,3,I,A3,Sibling 19 - Birth month,Num,2,908,909,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,,
6s2,156,SIB19YOB,3,I,A3,Sibling 19 - Birth year,Num,4,911,914,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,,
6s3,157,SIB19AGD,3,I,A3,Sibling 19 - Age at death,Num,3,916,918,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,,
6s4,158,SIB19NEU,3,I,A3,Sibling 19 - Neurological problem,Num,1,920,920,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,"If Question 6s4 SIB19NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6s4 SIB19NEU = 9 (Unknown), then skip the remaining questions in the row"
6s5,159,SIB19PDX,3,I,A3,Sibling 19 - Primary diagnosis,Num,3,922,924,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6s4 SIB19NEU = 8 (N/A),Blank if Question 6s4 SIB19NEU = 9 (Unknown),,,,
6s6,160,SIB19MOE,3,I,A3,Sibling 19 - Method of evaluation,Num,1,926,926,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6s4 SIB19NEU = 8 (N/A),Blank if Question 6s4 SIB19NEU = 9 (Unknown),,,,
6s7,161,SIB19AGO,3,I,A3,Sibling 19 - Age of onset,Num,3,928,930,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6s4 SIB19NEU = 8 (N/A),Blank if Question 6s4 SIB19NEU = 9 (Unknown),,,,
6t1,162,SIB20MOB,3,I,A3,Sibling 20 - Birth month,Num,2,932,933,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,,
6t2,163,SIB20YOB,3,I,A3,Sibling 20 - Birth year,Num,4,935,938,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,,
6t3,164,SIB20AGD,3,I,A3,Sibling 20 - Age at death,Num,3,940,942,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,
6t4,165,SIB20NEU,3,I,A3,Sibling 20 - Neurological problem,Num,1,944,944,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS= 0 (No),,,,,"If Question 6t4 SIB20NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6t4 SIB20NEU = 9 (Unknown), then skip the remaining questions in the row"
6t5,166,SIB20PDX,3,I,A3,Sibling 20 - Primary diagnosis,Num,3,946,948,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6t4 SIB20NEU = 8 (N/A),Blank if Question 6t4 SIB20NEU = 9 (Unknown),,,,
6t6,167,SIB20MOE,3,I,A3,Sibling 20 - Method of evaluation,Num,1,950,950,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6t4 SIB20NEU = 8 (N/A),Blank if Question 6t4 SIB20NEU = 9 (Unknown),,,,
6t7,168,SIB20AGO,3,I,A3,Sibling 20 - Age of onset,Num,3,952,954,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6t4 SIB20NEU = 8 (N/A),Blank if Question 6t4 SIB20NEU = 9 (Unknown),,,,
7,169,KIDS,3,I,A3,Number of biological children?,Num,2,956,957,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,"If Question 7 KIDS = 0 (no biological children), then end form here",
7a1,170,KID1MOB,3,I,A3,Child 1 - Birth month,Num,2,959,960,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7a2,171,KID1YOB,3,I,A3,Child 1 - Birth year,Num,4,962,965,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7a3,172,KID1AGD,3,I,A3,Child 1 - Age at death,Num,3,967,969,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7a4,173,KID1NEU,3,I,A3,Child 1 - Neurological problem,Num,1,971,971,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7a4 KID1NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7a4 KID1NEU = 9 (Unknown), then skip the remaining questions in the row"
7a5,174,KID1PDX,3,I,A3,Child 1 - Primary diagnosis,Num,3,973,975,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a4 KID1NEU = 8 (N/A),Blank if Question 7a4 KID1NEU = 9 (Unknown),,,,
7a6,175,KID1MOE,3,I,A3,Child 1 - Method of evaluation,Num,1,977,977,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a4 KID1NEU = 8 (N/A),Blank if Question 7a4 KID1NEU = 9 (Unknown),,,,
7a7,176,KID1AGO,3,I,A3,Child 1 - Age of onset,Num,3,979,981,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a4 KID1NEU = 8 (N/A),Blank if Question 7a4 KID1NEU = 9 (Unknown),,,,
7b1,177,KID2MOB,3,I,A3,Child 2 - Birth month,Num,2,983,984,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7b2,178,KID2YOB,3,I,A3,Child 2 - Birth year,Num,4,986,989,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7b3,179,KID2AGD,3,I,A3,Child 2 - Age at death,Num,3,991,993,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7b4,180,KID2NEU,3,I,A3,Child 2 - Neurological problem,Num,1,995,995,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7b4 KID2NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7b4 KID2NEU = 9 (Unknown), then skip the remaining questions in the row"
7b5,181,KID2PDX,3,I,A3,Child 2 - Primary diagnosis,Num,3,997,999,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7b4 KID2NEU = 8 (N/A),Blank if Question 7b4 KID2NEU = 9 (Unknown),,,,
7b6,182,KID2MOE,3,I,A3,Child 2 - Method of evaluation,Num,1,1001,1001,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7b4 KID2NEU = 8 (N/A),Blank if Question 7b4 KID2NEU = 9 (Unknown),,,,
7b7,183,KID2AGO,3,I,A3,Child 2 - Age of onset,Num,3,1003,1005,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7b4 KID2NEU = 8 (N/A),Blank if Question 7b4 KID2NEU = 9 (Unknown),,,,
7c1,184,KID3MOB,3,I,A3,Child 3 - Birth month,Num,2,1007,1008,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7c2,185,KID3YOB,3,I,A3,Child 3 - Birth year,Num,4,1010,1013,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7c3,186,KID3AGD,3,I,A3,Child 3 - Age at death,Num,3,1015,1017,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7c4,187,KID3NEU,3,I,A3,Child 3 - Neurological problem,Num,1,1019,1019,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7c4 KID3NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7c4 KID3NEU = 9 (Unknown), then skip the remaining questions in the row"
7c5,188,KID3PDX,3,I,A3,Child 3 - Primary diagnosis,Num,3,1021,1023,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7c4 KID3NEU = 8 (N/A),Blank if Question 7c4 KID3NEU = 9 (Unknown),,,,
7c6,189,KID3MOE,3,I,A3,Child 3 - Method of evaluation,Num,1,1025,1025,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7c4 KID3NEU = 8 (N/A),Blank if Question 7c4 KID3NEU = 9 (Unknown),,,,
7c7,190,KID3AGO,3,I,A3,Child 3 - Age of onset,Num,3,1027,1029,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7c4 KID3NEU = 8 (N/A),Blank if Question 7c4 KID3NEU = 9 (Unknown),,,,
7d1,191,KID4MOB,3,I,A3,Child 4 - Birth month,Num,2,1031,1032,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7d2,192,KID4YOB,3,I,A3,Child 4 - Birth year,Num,4,1034,1037,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7d3,193,KID4AGD,3,I,A3,Child 4 - Age at death,Num,3,1039,1041,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7d4,194,KID4NEU,3,I,A3,Child 4 - Neurological problem,Num,1,1043,1043,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7d4 KID4NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7d4 KID4NEU = 9 (Unknown), then skip the remaining questions in the row"
7d5,195,KID4PDX,3,I,A3,Child 4 - Primary diagnosis,Num,3,1045,1047,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7d4 KID4NEU = 8 (N/A),Blank if Question 7d4 KID4NEU = 9 (Unknown),,,,
7d6,196,KID4MOE,3,I,A3,Child 4 - Method of evaluation,Num,1,1049,1049,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7d4 KID4NEU = 8 (N/A),Blank if Question 7d4 KID4NEU = 9 (Unknown),,,,
7d7,197,KID4AGO,3,I,A3,Child 4 - Age of onset,Num,3,1051,1053,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7d4 KID4NEU = 8 (N/A),Blank if Question 7d4 KID4NEU = 9 (Unknown),,,,
7e1,198,KID5MOB,3,I,A3,Child 5 - Birth month,Num,2,1055,1056,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7e2,199,KID5YOB,3,I,A3,Child 5 - Birth year,Num,4,1058,1061,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7e3,200,KID5AGD,3,I,A3,Child 5 - Age at death,Num,3,1063,1065,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7e4,201,KID5NEU,3,I,A3,Child 5 - Neurological problem,Num,1,1067,1067,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7e4 KID5NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7e4 KID5NEU = 9 (Unknown), then skip the remaining questions in the row"
7e5,202,KID5PDX,3,I,A3,Child 5 - Primary diagnosis,Num,3,1069,1071,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7e4 KID5NEU = 8 (N/A),Blank if Question 7e4 KID5NEU = 9 (Unknown),,,,
7e6,203,KID5MOE,3,I,A3,Child 5 - Method of evaluation,Num,1,1073,1073,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7e4 KID5NEU = 8 (N/A),Blank if Question 7e4 KID5NEU = 9 (Unknown),,,,
7e7,204,KID5AGO,3,I,A3,Child 5 - Age of onset,Num,3,1075,1077,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7e4 KID5NEU = 8 (N/A),Blank if Question 7e4 KID5NEU = 9 (Unknown),,,,
7f1,205,KID6MOB,3,I,A3,Child 6 - Birth month,Num,2,1079,1080,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7f2,206,KID6YOB,3,I,A3,Child 6 - Birth year,Num,4,1082,1085,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7f3,207,KID6AGD,3,I,A3,Child 6 - Age at death,Num,3,1087,1089,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7f4,208,KID6NEU,3,I,A3,Child 6 - Neurological problem,Num,1,1091,1091,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7f4 KID6NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7f4 KID6NEU = 9 (Unknown), then skip the remaining questions in the row"
7f5,209,KID6PDX,3,I,A3,Child 6 - Primary diagnosis,Num,3,1093,1095,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,,,,,,,
7f6,210,KID6MOE,3,I,A3,Child 6 - Method of evaluation,Num,1,1097,1097,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,,,,,,,
7f7,211,KID6AGO,3,I,A3,Child 6 - Age of onset,Num,3,1099,1101,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,,,,,,,
7g1,212,KID7MOB,3,I,A3,Child 7 - Birth month,Num,2,1103,1104,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7g2,213,KID7YOB,3,I,A3,Child 7 - Birth year,Num,4,1106,1109,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7g3,214,KID7AGD,3,I,A3,Child 7 - Age at death,Num,3,1111,1113,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7g4,215,KID7NEU,3,I,A3,Child 7 - Neurological problem,Num,1,1115,1115,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7g4 KID7NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7g4 KID7NEU = 9 (Unknown), then skip the remaining questions in the row"
7g5,216,KID7PDX,3,I,A3,Child 7 - Primary diagnosis,Num,3,1117,1119,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7g4 KID7NEU = 8 (N/A),Blank if Question 7g4 KID7NEU = 9 (Unknown),,,,
7g6,217,KID7MOE,3,I,A3,Child 7 - Method of evaluation,Num,1,1121,1121,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7g4 KID7NEU = 8 (N/A),Blank if Question 7g4 KID7NEU = 9 (Unknown),,,,
7g7,218,KID7AGO,3,I,A3,Child 7 - Age of onset,Num,3,1123,1125,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7g4 KID7NEU = 8 (N/A),Blank if Question 7g4 KID7NEU = 9 (Unknown),,,,
7h1,219,KID8MOB,3,I,A3,Child 8 - Birth month,Num,2,1127,1128,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7h2,220,KID8YOB,3,I,A3,Child 8 - Birth year,Num,4,1130,1133,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7h3,221,KID8AGD,3,I,A3,Child 8 - Age at death,Num,3,1135,1137,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7h4,222,KID8NEU,3,I,A3,Child 8 - Neurological problem,Num,1,1139,1139,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7h4 KID8NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7h4 KID8NEU = 9 (Unknown), then skip the remaining questions in the row"
7h5,223,KID8PDX,3,I,A3,Child 8 - Primary diagnosis,Num,3,1141,1143,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7h4 KID8NEU = 8 (N/A),Blank if Question 7h4 KID8NEU = 9 (Unknown),,,,
7h6,224,KID8MOE,3,I,A3,Child 8 - Method of evaluation,Num,1,1145,1145,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7h4 KID8NEU = 8 (N/A),Blank if Question 7h4 KID8NEU = 9 (Unknown),,,,
7h7,225,KID8AGO,3,I,A3,Child 8 - Age of onset,Num,3,1147,1149,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7h4 KID8NEU = 8 (N/A),Blank if Question 7h4 KID8NEU = 9 (Unknown),,,,
7i1,226,KID9MOB,3,I,A3,Child 9 - Birth month,Num,2,1151,1152,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
